,name,rating,avg_salary,jobs,benefits,type_of_company,team_size,how_old,city,positives,negatives
6027,Ayesa,4.1,582,0,19,IT Services & Consulting,201.0,12,Sevilla,"['Work Satisfaction', ' Salary & Benefits', ' Work Life Balance']",['nan']
6028,DesignCafe,3.4,1000,40,11,Architecture & Interior Design,501.0,8,Bengaluru,['nan'],"['Promotions / Appraisal', ' Job Security', ' Skill Development / Learning']"
6029,Haldiram Bhujiawala,3.7,587,0,7,Food Processing,201.0,66,Kolkata,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
6030,RAMADA PLAZA,4.0,544,0,18,Hospitality,201.0,71,New jersey,['Work Life Balance'],['Promotions / Appraisal']
6031,Jai Kisan,3.8,428,32,6,Internet,51.0,7,Mumbai,['Salary & Benefits'],"['Job Security', ' Promotions / Appraisal']"
6032,Lauren Information Technologies,3.9,1000,12,11,IT Services & Consulting,201.0,32,Mumbai,['Work Life Balance'],['nan']
6033,MyGlamm,3.4,711,51,15,Beauty & Personal Care,501.0,9,Mumbai,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
6034,Bentley Systems,4.3,1200,11,29,Software Product,501.0,40,Exton,"['Work Life Balance', ' Company Culture', ' Job Security']",['nan']
6035,Colruyt Group,4.2,806,17,19,IT Services & Consulting,501.0,17,Hale,"['Work Life Balance', ' Job Security', ' Company Culture']",['Promotions / Appraisal']
6036,Embitel Technologies,4.3,1400,60,10,IT Services & Consulting,501.0,18,Bengaluru,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
6037,Globus Spirits,3.6,787,0,10,Beverage,1.0,32,New delhi,['nan'],"['Company Culture', ' Promotions / Appraisal']"
6038,Creative Garments,3.8,655,0,13,Fashion & Textile,501.0,50,Mumbai,['Skill Development / Learning'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
6039,Oswal Group,4.0,569,1,3,Fashion & Textile,501.0,21,Ludhiana,"['Skill Development / Learning', ' Salary & Benefits', ' Company Culture']",['nan']
6040,ZestMoney,3.9,811,5,17,FinTech,201.0,9,Bengaluru,['Work Life Balance'],"['Job Security', ' Promotions / Appraisal']"
6041,Adani Transmission,3.9,810,0,15,Real Estate,501.0,11,Ahmedabad,['Skill Development / Learning'],"['Company Culture', ' Work Satisfaction', ' Promotions / Appraisal']"
6042,Sumeru Software Solutions,3.2,1100,8,10,IT Services & Consulting,201.0,23,Bengaluru,['nan'],"['Job Security', ' Promotions / Appraisal', ' Company Culture']"
6043,Accentuate Business Solutions,3.9,1100,0,24,IT Services & Consulting,51.0,,Gurgaon/gurugram,['Skill Development / Learning'],['Promotions / Appraisal']
6044,Netoyed,4.0,90,11,115,,11.0,,Noida,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
6045,J Pan Tubular Components,4.1,512,3,12,Industrial Machinery,51.0,17,Greater,"['Skill Development / Learning', ' Work Life Balance']",['nan']
6046,Focus Softnet,3.4,942,4,11,Software Product,501.0,32,Hyderabad/secunderabad,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
6047,Aapna Infotech,4.6,330,22,5,IT Services & Consulting,51.0,17,New delhi,"['Company Culture', ' Skill Development / Learning', ' Work Life Balance']",['nan']
6048,Agiliad Technologies,4.0,1200,27,10,Industrial Automation,201.0,13,Pune,"['Skill Development / Learning', ' Company Culture', ' Job Security']",['nan']
6049,STPL,4.4,561,0,12,IT Services & Consulting,51.0,20,San,"['Work Life Balance', ' Skill Development / Learning', ' Salary & Benefits']",['nan']
6050,Gunnebo,3.7,755,1,16,Defence & Aerospace,1.0,92,Gothenburg,['nan'],['Promotions / Appraisal']
6051,Shree Technocrat Communication Systems,3.8,578,3,10,Telecom,,18,New delhi,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
6052,Sahyadri Industries,3.8,693,2,9,Building Material,501.0,77,Pune,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Life Balance']"
6053,Automotive Stampings and Assemblies,3.7,613,1,13,Auto Components,501.0,34,Pune,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
6054,G7 CR Technologies,3.3,587,6,9,IT Services & Consulting,51.0,12,Bengaluru,['nan'],"['Work Life Balance', ' Promotions / Appraisal', ' Salary & Benefits']"
6055,Sakal Media Group,3.5,724,4,15,Media & Entertainment,1.0,92,Pune,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
6056,Msc Cruises,4.3,304,0,14,Ports & Shipping,501.0,36,Geneva,"['Skill Development / Learning', ' Company Culture', ' Work Life Balance']",['nan']
6057,Inductotherm,4.1,634,23,21,Industrial Machinery,51.0,71,New delhi,"['Job Security', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
6058,NDTV,3.8,717,5,21,Broadcasting,1.0,35,New delhi,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
6059,Windsor Machines,3.8,675,0,18,Industrial Machinery,501.0,61,Ahmedabad,"['Work Life Balance', ' Job Security', ' Company Culture']","['Promotions / Appraisal', ' Salary & Benefits']"
6060,Securitrans India,4.1,489,0,14,Financial Services,1.0,38,New delhi,['Work Life Balance'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
6061,Optiemus Electronics,3.7,569,1,14,Electronics Manufacturing,1.0,8,Noida,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
6062,Amrita Vishwa Vidyapeetham,3.9,813,13,15,Education & Training,1.0,30,Coimbatore,"['Work Life Balance', ' Job Security']","['Promotions / Appraisal', ' Salary & Benefits']"
6063,Presidency University,2.7,711,0,15,Education & Training,5.0,11,Bengaluru,['nan'],"['Company Culture', ' Work Satisfaction', ' Promotions / Appraisal']"
6064,Rubamin,3.9,789,9,25,Chemicals,501.0,39,Vadodara/baroda,"['Job Security', ' Work Life Balance']",['nan']
6065,Ivangel Sales & Services,3.5,515,0,6,BPO,,25,Kolkata,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
6066,Indwell,3.8,527,0,13,Engineering & Construction,51.0,47,Vijayawada,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Job Security']"
6067,Tresor Systems,4.0,532,0,15,Retail,51.0,15,New delhi,"['Skill Development / Learning', ' Job Security']",['nan']
6068,BG Distributors,3.9,366,1,11,FMCG,201.0,20,Kolkata,['Skill Development / Learning'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
6069,BigStep Technologies,4.4,394,21,65,IT Services & Consulting,51.0,16,Gurgaon/gurugram,"['Company Culture', ' Job Security', ' Promotions / Appraisal']",['nan']
6070,Denso Ten Minda India,4.1,700,0,13,Auto Components,51.0,12,Bawal,"['Job Security', ' Work Life Balance', ' Company Culture']",['nan']
6071,K R Mangalam University,4.2,284,22,7,Education & Training,51.0,11,Gurgaon,"['Work Life Balance', ' Job Security', ' Skill Development / Learning']",['nan']
6072,Sri Ramachandra Institute of Higher Education and Research,4.1,668,0,7,Education & Training,201.0,34,Chennai,"['Job Security', ' Work Life Balance', ' Skill Development / Learning']",['Promotions / Appraisal']
6073,ATC Tires,3.6,815,0,13,Auto Components,1.0,17,Mumbai,['nan'],"['Promotions / Appraisal', ' Company Culture', ' Work Satisfaction']"
6074,Kaff Appliances (india),3.0,589,0,11,Consumer Electronics & Appliances,51.0,17,Gurgaon,['nan'],"['Promotions / Appraisal', ' Company Culture', ' Job Security']"
6075,Ntf,3.8,678,1,10,Auto Components,201.0,40,Gurgaon,['nan'],"['Company Culture', ' Work Satisfaction', ' Work Life Balance']"
6076,Kolors Healthcare,3.4,650,1,9,Healthcare,51.0,20,Hyderabad/secunderabad,['nan'],"['Promotions / Appraisal', ' Work Life Balance', ' Work Satisfaction']"
6077,Bsr Infratech India,3.7,704,0,16,Engineering & Construction,1.0,16,Bengaluru,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
6078,SGB,4.0,460,3,22,Engineering & Construction,51.0,,San diego,"['Salary & Benefits', ' Work Life Balance']",['nan']
6079,Datamatics Financial Services,3.2,501,0,21,IT Services & Consulting,1.0,49,Mumbai,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Satisfaction']"
6080,Sarda Energy & Minerals,4.3,597,2,12,Iron & Steel,1.0,51,Raipur,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
6081,S&IB Services,4.0,555,0,14,Facility Management Services,201.0,36,Kolkata,['Skill Development / Learning'],['Promotions / Appraisal']
6082,DLT Lab Technologies,2.8,769,14,17,IT Services & Consulting,201.0,7,Toronto,['nan'],"['Job Security', ' Promotions / Appraisal', ' Company Culture']"
6083,Choice Consultancy Services,4.3,529,0,5,Management Consulting,1.0,14,Mumbai,"['Salary & Benefits', ' Company Culture', ' Work Life Balance']",['nan']
6084,Eduvanz,3.8,663,33,11,FinTech,201.0,8,Mumbai,['Company Culture'],['nan']
6085,L&T Power Transmission & Distribution,4.4,116,0,93,Power,1.0,,Chennai,"['Job Security', ' Skill Development / Learning', ' Work Satisfaction']",['nan']
6086,Furnace Fabrica India,3.4,813,0,12,Engineering & Construction,201.0,51,Navi Mumbai,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Company Culture']"
6087,NSL Sugars,4.2,478,3,10,Food Processing,201.0,25,Hyderabad,"['Job Security', ' Company Culture', ' Work Life Balance']",['nan']
6088,Shemaroo Entertainment,3.4,1000,20,13,Media & Entertainment,501.0,62,Mumbai,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Skill Development / Learning']"
6089,Infocus Technologies,3.7,487,4,4,IT Services & Consulting,11.0,17,Kolkata,['nan'],"['Promotions / Appraisal', ' Job Security', ' Salary & Benefits']"
6090,Banaras Hindu University,4.5,348,0,19,Education & Training,501.0,108,Varanasi/benaras,"['Work Life Balance', ' Skill Development / Learning', ' Job Security']",['nan']
6091,Getix Health,3.6,746,1,15,Analytics & KPO,10.0,12,Sugar,['nan'],['Promotions / Appraisal']
6092,Cyntexa,4.3,267,30,8,IT Services & Consulting,201.0,6,San,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
6093,Theorem Incorporation,3.6,910,0,15,Marketing & Advertising,1.0,22,Chatham,['Skill Development / Learning'],"['Job Security', ' Promotions / Appraisal', ' Salary & Benefits']"
6094,CivilMantra Infracon Private Limited,4.9,111,0,19,Engineering & Construction,201.0,10,Gurgaon/gurugram,"['Company Culture', ' Skill Development / Learning', ' Job Security']",['nan']
6095,Greenway Health,3.1,735,7,9,IT Services & Consulting,201.0,,Tampa,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
6096,Kriya It,3.4,754,9,12,Internet,1.0,14,Chennai,['nan'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Satisfaction']"
6097,IonIdea Interactive,3.5,864,5,9,Software Product,501.0,33,Fairfax,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
6098,TetraSoft,3.6,1400,10,15,IT Services & Consulting,1.0,27,Chesterfield,['nan'],"['Job Security', ' Skill Development / Learning', ' Promotions / Appraisal']"
6099,CBSE,4.3,402,0,10,Education & Training,5.0,,New delhi,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
6100,Mordor Intelligence,3.5,833,0,12,Analytics & KPO,201.0,11,Hyderabad/secunderabad,['nan'],"['Skill Development / Learning', ' Work Satisfaction', ' Work Life Balance']"
6101,Auto Ignition,3.7,573,5,19,Auto Components,501.0,53,Palwal,['Work Life Balance'],"['Salary & Benefits', ' Promotions / Appraisal']"
6102,Medikabazaar,3.6,518,3,15,Medical Equipment,501.0,10,Pune,['nan'],"['Promotions / Appraisal', ' Company Culture']"
6103,Fedora Solutions,3.4,568,0,11,IT Services & Consulting,501.0,20,Pune,['nan'],"['Promotions / Appraisal', ' Work Life Balance', ' Work Satisfaction']"
6104,i-Source Infosystems,3.8,813,1,5,IT Services & Consulting,201.0,21,Pune,['nan'],"['Promotions / Appraisal', ' Salary & Benefits']"
6105,Autocop India,3.6,508,0,6,Semiconductors,201.0,35,Pune,['nan'],"['Job Security', ' Salary & Benefits', ' Promotions / Appraisal']"
6106,Saraswati Accountants Software,4.7,116,0,15,IT Services & Consulting,51.0,25,New delhi,"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']",['nan']
6107,ARB Bearings,3.5,673,0,6,Auto Components,201.0,34,Sonipat,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Salary & Benefits']"
6108,Colorbar Cosmetics,4.4,417,4,17,Beauty & Personal Care,51.0,20,Pune,"['Skill Development / Learning', ' Work Life Balance', ' Salary & Benefits']",['nan']
6109,Jamia Hamdard University,3.9,413,0,14,Education & Training,501.0,35,New delhi,"['Work Satisfaction', ' Skill Development / Learning']","['Promotions / Appraisal', ' Salary & Benefits']"
6110,Oaknet Healthcare,3.5,487,0,17,Pharma,201.0,9,Mumbai,['nan'],"['Job Security', ' Company Culture', ' Work Satisfaction']"
6111,Rishabh Instruments,3.7,712,5,15,Electronics Manufacturing,201.0,39,Nasik/nashik,['Job Security'],"['Salary & Benefits', ' Promotions / Appraisal', ' Work Satisfaction']"
6112,Visen Industries,4.5,433,3,12,Chemicals,1.0,39,Mumbai,"['Job Security', ' Work Satisfaction', ' Work Life Balance']",['nan']
6113,Sapphire International School,4.6,274,0,7,Education & Training,51.0,21,Noida,"['Skill Development / Learning', ' Work Satisfaction', ' Job Security']",['nan']
6114,WWICS Group,3.8,467,0,6,Travel & Tourism,1.0,31,Mohali,"['Skill Development / Learning', ' Work Life Balance']",['nan']
6115,Nippon Toyota,4.3,475,0,23,Auto Components,201.0,25,Kochi/cochin,"['Company Culture', ' Job Security', ' Work Life Balance']",['nan']
6116,Ewac Alloys,4.2,610,0,23,Industrial Machinery,51.0,62,Mumbai,"['Skill Development / Learning', ' Work Satisfaction', ' Work Life Balance']",['Promotions / Appraisal']
6117,Enova Facilities Management LLC,3.7,232,0,21,Facility Management Services,1.0,22,Chicago,['nan'],['Promotions / Appraisal']
6118,Lakshmi Life Sciences,3.3,978,11,8,Defence & Aerospace,201.0,20,Coimbatore,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
6119,Futures Group,4.3,846,0,16,Retail,11.0,16,New delhi,"['Work Life Balance', ' Skill Development / Learning', ' Company Culture']",['nan']
6120,Billedright Healthcare Solutions,4.5,317,7,9,Healthcare,51.0,18,Longwood,"['Job Security', ' Work Satisfaction', ' Skill Development / Learning']",['nan']
6121,Teerthanker Mahaveer University,3.7,485,0,9,Education & Training,1.0,16,Moradabad,['nan'],"['Company Culture', ' Work Satisfaction', ' Promotions / Appraisal']"
6122,Ms Agarwal Foundries,3.9,551,7,8,Iron & Steel,51.0,34,Secunderabad,"['Skill Development / Learning', ' Salary & Benefits', ' Job Security']",['nan']
6123,Jehangir Hospital,4.1,554,7,16,Healthcare,1.0,78,Pune,"['Job Security', ' Skill Development / Learning', ' Company Culture']",['Salary & Benefits']
6124,Sahara India Financial Corporation,3.4,481,0,15,Financial Services,10.0,37,Lucknow,['nan'],"['Promotions / Appraisal', ' Job Security', ' Work Satisfaction']"
6125,Techahead Software,3.8,682,15,9,IT Services & Consulting,201.0,15,Agoura,"['Skill Development / Learning', ' Work Satisfaction', ' Company Culture']",['nan']
6126,Pickrr,3.9,711,92,26,Internet,201.0,9,Faridabad,"['Salary & Benefits', ' Company Culture', ' Skill Development / Learning']",['nan']
6127,Sendan International Co,3.4,463,1,10,Engineering & Construction,1.0,30,Al,['nan'],"['Promotions / Appraisal', ' Company Culture', ' Work Life Balance']"
6128,VGM Consultants,3.4,607,0,7,Financial Services,501.0,10,Kolkata,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
6129,Network Intelligence India,3.7,1200,11,15,Law Enforcement & Security,201.0,23,New delhi,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
6130,Illusion Dental Laboratory,3.7,469,4,6,Medical Equipment,11.0,20,Mumbai,['nan'],['Promotions / Appraisal']
6131,ANANDA GROUP,3.9,736,0,12,Food Processing,,94,Noida,"['Job Security', ' Work Life Balance', ' Company Culture']",['Promotions / Appraisal']
6132,HP Global e-Business Operations,4.1,683,0,21,BPO,1.0,85,Bengaluru,"['Company Culture', ' Work Life Balance', ' Job Security']",['nan']
6133,ValGenesis,3.1,684,3,16,Software Product,201.0,19,Chennai,['nan'],"['Skill Development / Learning', ' Company Culture', ' Work Satisfaction']"
6134,Cadmaxx Solutions,3.4,717,1,6,IT Services & Consulting,501.0,20,Noida,['nan'],"['Job Security', ' Promotions / Appraisal', ' Salary & Benefits']"
6135,Pin Click,2.6,448,8,20,Real Estate,51.0,10,Bengaluru,['nan'],"['Job Security', ' Work Life Balance', ' Company Culture']"
6136,Motilal Oswal Securities,4.2,317,0,16,,1.0,,Mumbai,"['Skill Development / Learning', ' Salary & Benefits', ' Company Culture']",['nan']
6137,Nitor Infotech,3.9,1500,5,14,IT Services & Consulting,501.0,18,Pune,"['Skill Development / Learning', ' Company Culture']",['nan']
6138,Enzene Biosciences,3.9,858,0,18,Pharma,201.0,18,Pune,"['Skill Development / Learning', ' Work Life Balance', ' Work Satisfaction']",['nan']
6139,Ascendum Solutions,3.6,708,18,8,BPO,51.0,15,Ahmedabad,['nan'],['Promotions / Appraisal']
6140,Silicon Valley Bank,4.5,988,19,21,Banking,501.0,41,Bengaluru,"['Company Culture', ' Salary & Benefits', ' Skill Development / Learning']",['nan']
6141,Anmol Biscuits,3.9,410,3,11,FMCG,501.0,30,Noida,"['Skill Development / Learning', ' Job Security', ' Company Culture']",['nan']
6142,West Bengal State Electricity Distribution Company,3.3,434,0,17,Power,5.0,17,Kolkata,['Job Security'],"['Skill Development / Learning', ' Promotions / Appraisal', ' Work Satisfaction']"
6143,Naga,3.7,965,2,11,Food Processing,1.0,62,Dindigul,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Company Culture']"
6144,KhataBook,3.7,726,33,18,FinTech,501.0,6,Bengaluru,['nan'],"['Job Security', ' Promotions / Appraisal', ' Work Satisfaction']"
6145,SLAP,4.0,573,0,12,Auto Components,11.0,,Anantapur,"['Company Culture', ' Skill Development / Learning']","['Promotions / Appraisal', ' Work Life Balance']"
6146,Open Financial Technologies Private Limited,3.2,714,30,2,FinTech,201.0,7,Bengaluru,['nan'],"['Promotions / Appraisal', ' Work Satisfaction', ' Job Security']"
6147,Entertainment Network India,3.4,1000,14,16,Media & Entertainment,1.0,25,Noida,['nan'],"['Promotions / Appraisal', ' Salary & Benefits', ' Work Satisfaction']"
6148,Replicon,3.7,1200,208,16,Software Product,501.0,28,Bengaluru,['nan'],"['Work Satisfaction', ' Promotions / Appraisal', ' Skill Development / Learning']"
6149,Vipul Motors,4.1,608,0,8,Automobile,201.0,37,New delhi,"['Work Life Balance', ' Company Culture', ' Job Security']",['nan']
6150,Expeditors International,4.0,973,22,10,Logistics,1.0,45,New delhi,"['Job Security', ' Company Culture', ' Work Life Balance']",['Promotions / Appraisal']
6151,Imerys,4.2,711,2,20,Metals & Mining,51.0,144,New delhi,"['Company Culture', ' Skill Development / Learning', ' Work Life Balance']",['nan']
